Customer,Default,card_class,Gender,Education,Marital_Status,Age,Credit_Limit,Jun_Status,May_Status,Apr_Status,Mar_Status,Feb_Status,Jan_Status,Jun_Bill,May_Bill,Apr_Bill,Mar_Bill,Feb_Bill,Jan_Bill,Jun_Payment,May_Payment,Apr_Payment,Mar_Payment,Feb_Payment,Jan_Payment,Jun_PayPercent,May_PayPercent,Apr_PayPercent,Mar_PayPercent,Feb_PayPercent,Jan_PayPercent
1559,1,1,2,3,1,31,1700,1,2,2,2,2,2,1303.09,1368.86,1370.43,1398.99,1439.82,1411.4,96.79,34.2,61.56,68.4,0,58.28,0.0743,0.025,0.0449,0.0489,0,0.0413
27496,1,2,1,2,1,57,5800,-1,-1,-1,-1,0,-1,27.09,-89.06,13.54,27.09,13.54,13.54,0,116.14,27.09,0,13.54,13.54,0,1,1,0,1,1
16449,1,1,2,2,1,53,1700,0,0,0,0,0,0,1265.3,1262.9,1194.57,1090.09,991.56,1005.79,54.96,68.74,51.47,34.23,68.64,68.64,0.0434,0.0544,0.0431,0.0314,0.0692,0.0682
28016,1,2,2,2,2,29,5100,1,2,2,2,0,0,156.53,148.98,227.19,96.82,59.68,109.85,0,82.08,0,51.3,51.3,34.2,0,0.5509,0,0.5298,0.8596,0.3113
12223,1,1,,,2,,1000,3,2,0,0,-1,-1,918.3,893.85,1039.37,449.73,632.84,229.11,0,182.42,1.33,634.72,233.28,898.61,0,0.2041,0.0013,1,0.3686,1
16873,1,1,1,2,2,45,700,0,0,0,0,0,0,679.08,684.24,694.91,705.82,684.86,528.83,45.01,49.86,43.67,16.89,14.6,136.8,0.0663,0.0729,0.0628,0.0239,0.0213,0.2587
16815,1,1,1,3,2,32,1700,0,0,0,0,0,0,1701.79,1747.79,1659.25,652.47,657.32,667.38,74.86,54.72,54.72,23.94,23.94,29.31,0.044,0.0313,0.033,0.0367,0.0364,0.0439
12780,1,3,2,1,2,46,10300,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
20855,1,2,1,2,1,34,2700,2,2,2,0,0,0,2800.36,2798.04,2679.67,2695.44,1677.92,1667.73,124.83,0,113.82,64.57,61.12,67.03,0.0446,0,0.0425,0.024,0.0364,0.0402
7921,1,2,1,1,2,37,4800,0,-1,0,0,0,0,114.6,2207.78,2181.82,1889,1811.2,1731.1,2207.78,99.11,64.64,68.4,68.4,64.98,1,0.0449,0.0296,0.0362,0.0378,0.0375
10908,1,2,1,1,2,30,5100,2,2,2,2,2,2,593.44,729.76,694.4,738.21,708.56,780.2,171,0,68.4,0,102.6,0,0.2882,0,0.0985,0,0.1448,0
23074,1,3,2,3,2,45,12300,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
12096,1,2,1,1,2,29,4100,0,0,0,0,0,0,875.59,1031.34,1150.21,1250.83,1333.29,1379.59,171,136.8,119.7,102.6,68.4,172.23,0.1953,0.1326,0.1041,0.082,0.0513,0.1248
1145,1,2,2,2,1,35,3400,2,0,0,2,2,0,3380.5,3258.06,3371.13,3396.81,3305.81,3281.52,157.32,273.67,136.9,0.07,136.97,136.8,0.0465,0.084,0.0406,0,0.0414,0.0417
7897,1,2,,,2,,5500,-1,-1,-1,-1,-1,-1,13.54,13.54,13.54,0,23.53,13.54,13.54,13.54,0,23.53,17.1,0,1,1,0,1,0.7267,0
24482,1,2,1,2,2,,7500,1,2,0,0,0,0,7669.14,7191.92,6143.86,5702.95,2806.38,706.23,0,232.56,227.09,140.22,37.62,0,0,0.0323,0.037,0.0246,0.0134,0
2078,1,2,,,1,,5100,1,2,2,0,0,0,2616.85,2684.87,2621.5,2656.93,2716.85,2774.51,129.96,0,95.76,102.6,102.6,109.44,0.0497,0,0.0365,0.0386,0.0378,0.0394
986,1,2,1,3,2,43,4400,1,-1,-1,-2,-1,-1,34.82,218.09,-0.07,31.98,170.49,41.45,220.01,0.07,32.05,170.66,41.55,326.47,1,0.0003,1,1,0.2437,1
26939,1,1,,,2,,700,0,0,0,0,0,0,405.24,449.52,493.47,535.54,580,-1.4,51.3,51.3,51.3,51.3,102.6,461.7,0.1266,0.1141,0.104,0.0958,0.1769,1
16640,1,1,1,3,1,48,1000,0,0,0,2,2,3,672.03,711.94,816.01,833.52,881.54,858.01,51.3,116.28,41.04,71.82,0,0,0.0763,0.1633,0.0503,0.0862,0,0
5125,1,2,2,1,1,40,5100,1,-1,-1,0,-1,-1,-0.51,604.35,496.48,63.95,119.53,0,604.86,496.48,0,119.53,0,743.99,1,0.8215,0,1,0,1
6756,1,3,1,,1,,10300,-1,-1,-1,-1,-1,-1,34.17,-250.82,284.99,227.98,284.99,284.99,0,820.8,227.98,342,284.99,528.36,0,1,0.8,1,1,1
16149,1,3,2,2,2,41,12300,0,0,0,0,0,0,12056.8,12334.16,11600.78,9662.18,9935.82,950.49,484,513,513,513.14,173.43,176.75,0.0401,0.0416,0.0442,0.0531,0.0175,0.186
14187,1,2,1,2,1,51,4100,0,0,0,0,0,2,3959.37,4063.58,4083.31,3721.03,3419.59,2881.45,199.35,201.78,140.22,242.82,0,595.08,0.0503,0.0497,0.0343,0.0653,0,0.2065
26610,1,1,1,2,2,23,700,0,0,2,2,4,3,349.11,512.04,596.17,668.54,648.02,627.84,170.04,102.6,92.34,0,0,34.2,0.4871,0.2004,0.1549,0,0,0.0545
13479,1,1,,,3,,1000,2,2,2,2,2,2,508.55,558.38,573.26,587.62,607.39,592.58,68.4,34.2,34.2,34.2,0,34.2,0.1345,0.0612,0.0597,0.0582,0,0.0577
19179,1,2,2,3,1,41,6200,2,2,2,2,0,0,3286.38,3423.21,3461.18,3374.86,3442.02,3514.05,222.3,122.5,0,123.29,127.6,128.32,0.0676,0.0358,0,0.0365,0.0371,0.0365
11550,1,2,1,1,2,39,2700,0,0,0,0,0,0,1681.65,1722.86,1762.53,1805.14,1839.31,1894.3,68.4,68.4,71.82,68.4,85.5,85.5,0.0407,0.0397,0.0407,0.0379,0.0465,0.0451
1690,1,1,1,3,1,46,1700,-1,2,2,-2,-2,-2,460.78,437.76,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
29921,1,1,1,5,1,45,1700,2,0,0,0,0,0,2459.9,2514.18,2577.76,1742.39,1744.88,0,102.6,117.24,68.47,34.99,0,0,0.0417,0.0466,0.0266,0.0201,0,1
6906,1,1,,,2,,1700,3,2,0,0,0,0,1727.65,779.11,857.19,442.1,639.23,659.75,0.31,41.38,34.2,205.2,36.25,26.68,0.0002,0.0531,0.0399,0.4641,0.0567,0.0404
1752,1,1,1,2,2,38,300,2,2,3,3,3,3,35.91,35.91,35.91,35.91,35.91,35.91,0,0,0,0,0,0,0,0,0,0,0,0
23294,1,2,2,2,2,31,3400,-2,-2,-2,-2,-2,-2,156.5,64.02,85.88,113.99,94.56,30.78,64.02,86.08,114.19,94.56,30.78,88.07,0.4091,1,1,0.8295,0.3255,1
9152,1,3,1,1,2,33,15000,-1,2,-1,2,-1,3,38.89,11.73,27.77,5.75,90.73,75.34,0,44.46,0,94.97,0,0,0,1,0,1,0,0
14273,1,2,2,2,3,49,2100,0,0,2,2,0,0,2048.65,2097.69,2113.29,1970.57,444.46,70.25,116.28,153.9,0.58,17.1,51.3,34.2,0.0568,0.0734,0.0003,0.0087,0.1154,0.4868
28082,1,1,,,1,,300,5,4,3,2,2,2,296.79,287.31,277.98,268.16,293.4,284.44,0,0,0,34.2,0,34.2,0,0,0,0.1275,0,0.1202
25262,1,1,2,1,2,23,1700,1,-1,2,0,0,0,-2.36,264.06,105.3,242.65,247.51,220.45,266.42,0,140.05,8.38,8,9.1,1,0,1,0.0345,0.0323,0.0413
21889,1,2,,,2,,3800,0,0,0,0,0,0,1780.42,1700.05,290.84,248.87,265.87,282.53,39.33,45.49,85.5,34.2,34.2,34.2,0.0221,0.0268,0.294,0.1374,0.1286,0.121
20380,1,1,1,2,2,24,700,2,3,2,2,3,2,719.36,678.49,638.27,697.47,657.6,670.83,0,0,89.47,0,47.88,0,0,0,0.1402,0,0.0728,0
29591,1,2,1,1,1,40,4400,2,2,0,0,0,0,2769.76,2704.71,2831.73,2955.12,3042.4,3334.06,0,171,171,136.8,342,127.36,0,0.0632,0.0604,0.0463,0.1124,0.0382
26368,1,2,2,2,3,48,6200,-1,-1,-1,-1,-2,-1,29.41,3.49,29.1,0,11.83,54.45,3.49,29.1,0,11.83,54.45,37.55,0.1187,1,0,1,1,0.6896
7251,1,2,2,2,2,23,5500,-1,2,0,0,0,-1,3974.45,3028.14,2336.24,1671.53,1274.33,145.93,0,84.92,30.78,684,145.93,843.34,0,0.028,0.0132,0.4092,0.1145,1
21440,1,3,2,,1,,12300,0,0,0,0,0,0,12274.28,12212.82,12411.18,10041.02,8527.6,7813.67,487.18,480.89,377.16,301.4,270.18,277.02,0.0397,0.0394,0.0304,0.03,0.0317,0.0355
16229,1,1,,,1,,300,3,2,0,0,2,0,260.64,251.99,281.33,336.32,326.58,334.27,0,38.37,59.17,0,17.37,14.54,0,0.1523,0.2103,0,0.0532,0.0435
8455,1,2,,,2,,2700,1,-2,-1,0,-1,-1,0,0,275.69,275.69,321.14,148.33,0,275.69,0,321.14,153.9,0,1,1,0,1,0.4792,0
16833,1,1,1,2,1,43,700,2,2,2,2,0,0,589.37,637.45,685.2,661.19,620.22,491.32,68.4,68.4,0,34.2,17.1,66.69,0.1161,0.1073,0,0.0517,0.0276,0.1357
6946,1,1,1,2,2,25,1700,0,-1,2,0,0,0,53.08,83.86,64.23,50.68,11.15,-2.39,83.86,0,0,0,0,102.6,1,0,0,0,0,1
15546,1,2,1,1,1,37,9200,2,0,0,0,0,0,5474.36,5347.03,5445.43,5659.42,2604.12,2665.68,205.2,239.4,307.8,171,102.6,102.6,0.0375,0.0448,0.0565,0.0302,0.0394,0.0385
9228,1,1,1,3,2,,700,4,3,2,0,0,2,426.82,410.43,393.85,391.11,429.31,427.53,0,0,13.95,44.46,10.26,0,0,0,0.0354,0.1137,0.0239,0
428,1,2,2,1,2,31,5800,-1,-1,-1,-1,0,-1,6.81,6.81,6.81,13.61,6.81,6.81,6.81,6.81,13.61,0,6.81,13.61,1,1,1,0,1,1
3384,1,2,2,2,1,36,3800,1,2,0,0,2,2,357.32,346.92,496.45,663.34,317.99,482.77,0,171,171,0,171,0,0,0.4929,0.3444,0,0.5378,0
6930,1,1,1,3,2,39,700,2,0,0,0,0,0,623.91,600.45,679.9,665.91,554.42,491.28,57.35,102.6,20.18,23.5,17.92,8.04,0.0919,0.1709,0.0297,0.0353,0.0323,0.0164
29448,1,1,1,3,2,,1700,0,0,0,0,-1,-1,328.66,312.31,296.89,274.93,169.36,13.34,39.23,39.98,34.2,170.52,13.34,13.34,0.1194,0.128,0.1152,0.6202,0.0788,1
6055,1,2,2,1,1,,7200,1,-1,-1,-2,-1,-1,0,27.33,0,0,141.93,0,27.33,0,0,141.93,0,0,1,0,1,1,0,1
17836,1,2,1,3,2,26,2700,0,0,0,0,0,0,2720.88,2801.19,2607,2627.96,326.06,252.09,126.33,118.67,113.03,17.1,10.26,17.1,0.0464,0.0424,0.0434,0.0065,0.0315,0.0678
21236,1,2,1,1,2,36,5100,2,2,2,-2,-2,-2,5714.61,2947.8,-870.15,-1594.64,-1594.64,-1594.64,173.33,0.31,0,0,0,0,0.0303,0.0001,1,1,1,1
1570,1,1,2,2,2,23,1000,-1,0,0,0,0,-1,110.33,191.21,239.13,698.09,493.4,175.07,122.98,102.33,564.3,0,175.07,0,1,0.5352,1,0,0.3548,0
5201,1,2,2,1,2,34,2100,0,0,0,0,0,0,1896.29,1650.83,1405.18,872.72,898.64,923.81,74.49,51.68,41.04,44.46,44.46,42.82,0.0393,0.0313,0.0292,0.0509,0.0495,0.0464
8985,1,1,,,1,,1000,-1,-1,2,-1,-1,3,174.01,34.06,30.37,22.44,66.93,52.53,34.06,0,22.44,66.93,0,0,0.1957,0,0.7389,1,0,0
289,1,2,2,2,2,25,3400,2,0,0,0,0,0,2424.64,2451.39,2398.28,2389.08,2384.36,1756.68,118.74,71.55,68.4,72.74,67.03,53.32,0.049,0.0292,0.0285,0.0304,0.0281,0.0304
25216,1,1,2,1,2,23,1000,0,0,0,0,0,0,497.4,533.42,569.12,603.94,617.86,642.11,44.46,44.46,44.46,23.94,34.2,34.2,0.0894,0.0833,0.0781,0.0396,0.0554,0.0533
849,1,2,,,1,,5100,4,4,4,3,2,0,5168.2,5259.52,5140.94,5061.22,4902.74,4895.08,222.3,0,17.51,0,150.07,144.36,0.043,0,0.0034,0,0.0306,0.0295
17563,1,2,2,1,2,35,4100,1,-2,-1,-1,-1,-1,0,0,8,150.27,108.21,194.94,0,8,150.27,108.21,194.94,10.26,1,1,1,0.7201,1,0.0526
3242,1,2,1,3,1,40,6800,2,0,0,2,2,2,3124.79,3180.22,3409.88,3459.98,3536.31,3756.22,136.8,283.86,136.8,136.8,283.86,0,0.0438,0.0893,0.0401,0.0395,0.0803,0
9760,1,2,2,,1,,6800,-1,-1,0,-1,0,-1,2.74,-15.73,139.91,186.83,170.25,33.35,76.27,171.99,186.83,3.42,33.35,8.72,1,1,1,0.0183,0.1959,0.2615
17451,1,2,2,2,1,38,3400,0,0,0,0,0,0,3017.5,3115.28,3280.98,2699.71,980.41,1010.58,147.95,253.08,99.66,51.3,51.3,51.3,0.049,0.0812,0.0304,0.019,0.0523,0.0508
229,1,1,1,2,2,23,1700,2,0,0,0,0,0,1701.72,1657.2,1508.77,726.65,686.26,644.94,82.11,77.09,68.54,24.08,24.18,34.34,0.0483,0.0465,0.0454,0.0331,0.0352,0.0532
19168,1,2,2,3,2,,6800,1,2,2,2,2,2,1777.68,1744.75,1871.97,1895.5,1918.65,1954.09,0,171,68.4,68.4,64.98,75.24,0,0.098,0.0365,0.0361,0.0339,0.0385
8728,1,1,1,2,1,45,1000,1,2,2,0,0,2,488.58,523.4,505,504.89,569.84,555.65,52.74,0,18.43,73.46,0,24.76,0.1079,0,0.0365,0.1455,0,0.0446
25313,1,2,2,2,2,25,3100,0,0,0,2,0,0,3541.1,3426.5,3403.65,3066.85,371.89,0,171,290.7,0,7.42,0,362.86,0.0483,0.0848,0,0.0024,0,1
10103,1,1,2,2,1,42,1000,2,2,2,0,0,2,158.72,241.83,232.94,232.39,251.1,241.97,86.22,0,8.38,22.5,0,9.17,0.5432,0,0.036,0.0968,0,0.0379
11035,1,1,2,3,1,38,1000,2,2,0,0,2,2,194.43,186.32,251.27,274.42,265.08,328.56,0,68.4,27.36,0,68.4,0,0,0.3671,0.1089,0,0.258,0
14151,1,1,1,1,1,41,1700,1,2,0,0,0,0,1643.75,1592.52,1320.7,307.77,303.35,200.96,0,65.19,17.1,17.1,10.26,34.2,0,0.0409,0.0129,0.0556,0.0338,0.1702
9020,1,2,1,,1,,6800,2,2,2,2,2,2,5830.66,5959.62,6015.95,6105.66,6004.87,6160.96,273.6,205.2,239.4,0,256.5,205.2,0.0469,0.0344,0.0398,0,0.0427,0.0333
19056,1,2,2,3,1,35,2400,2,2,2,2,2,2,1738.52,1783.97,1746.25,1853.64,1803.5,1911.88,84.13,0,157.32,0,143.64,75.24,0.0484,0,0.0901,0,0.0796,0.0394
21510,1,1,2,2,1,23,1000,6,5,4,4,3,2,1383.01,1297.41,1247.92,1161.81,1081.81,980.75,0,34.58,0,0,0,82.25,0,0.0267,0,0,0,0.0839
11180,1,2,2,1,1,33,4800,0,0,0,0,0,0,1888.59,1856.82,1822.65,1763.28,1805.76,1771.77,85.84,83.79,57.32,64.98,62.45,135.71,0.0455,0.0451,0.0314,0.0369,0.0346,0.0766
7094,1,3,2,1,2,32,10900,2,0,0,0,0,0,10717.7,10709.25,10870.37,10738.46,10672.79,10932.78,442.45,445.83,344.46,328.32,378.12,340.77,0.0413,0.0416,0.0317,0.0306,0.0354,0.0312
25822,1,2,,,2,,7200,1,2,2,-1,-1,-2,130.78,69.94,0,11.01,5.13,18.67,0,0,11.01,5.13,18.67,0,0,0,1,0.4659,1,0
3959,1,1,2,1,2,42,1700,0,0,2,2,2,2,1215.43,1308.01,1276.75,1357.81,1331.47,1428.53,123.12,0,102.6,0,119.7,115.84,0.1013,0,0.0804,0,0.0899,0.0811
543,1,1,2,2,1,36,1000,2,3,2,2,0,0,984.21,958.93,967.38,941.63,964.06,985.13,0,34.2,0,37.62,37.62,51.3,0,0.0357,0,0.04,0.039,0.0521
3932,1,2,2,1,2,34,4100,0,0,0,2,2,2,3603.18,3679.51,3945.72,3831.32,4093.81,4160.43,134.44,328.32,0,324.9,140.22,0,0.0373,0.0892,0,0.0848,0.0343,0
24436,1,1,1,2,1,35,1000,0,0,0,2,0,0,285.5,330.99,434.41,417.45,434.37,473.29,50.48,119.7,0,34.2,51.3,0,0.1768,0.3616,0,0.0819,0.1181,0
12019,1,2,1,2,1,64,8900,2,2,2,2,2,2,85.5,85.5,85.5,85.5,85.5,85.5,0,0,0,0,0,0,0,0,0,0,0,0
10874,1,2,1,2,1,46,2100,2,0,0,0,0,0,2043.38,2075.39,2035.99,1032.6,948.23,906.98,85.5,72.09,34.47,39.67,68.4,136.8,0.0418,0.0347,0.0169,0.0384,0.0721,0.1508
29918,1,1,1,1,2,33,1000,-1,3,2,-1,0,0,1084.96,1057.57,1023.54,1008.83,924.26,0,0,0,1067.04,18.5,0,0,0,0,1,0.0183,0,1
22790,1,2,2,3,1,35,8200,0,0,0,0,0,0,8145.28,8094.66,6382.16,6479.87,4087.76,4144.29,291.45,311.22,281.94,171,171,137.18,0.0358,0.0384,0.0442,0.0264,0.0418,0.0331
1397,1,2,2,2,2,24,6200,1,2,2,2,2,2,3713.44,3604.78,3832.9,3808,3365.42,3504.13,0,292.89,136.8,0,253.56,0,0,0.0813,0.0357,0,0.0753,0
25444,1,3,2,1,2,28,10300,-1,-1,-1,-1,-2,-1,479.93,222.3,50.51,0,0,46.03,222.98,50.51,0,0,46.03,0,0.4646,0.2272,0,1,1,0
21901,1,2,2,2,2,27,4100,2,2,2,2,0,0,3876.71,3950.2,4167.65,4017.99,4048.63,3953.66,212.04,372.78,0,171,164.16,154.07,0.0547,0.0944,0,0.0426,0.0405,0.039
2641,1,2,2,3,1,35,2700,2,2,2,2,2,0,2394.07,2441.5,2523.55,2546.63,2490.92,2537.3,106.02,143.78,95.42,0,104.07,89.78,0.0443,0.0589,0.0378,0,0.0418,0.0354
16001,1,1,2,2,3,44,700,3,2,2,7,7,7,82.08,82.08,82.08,82.08,82.08,82.08,0,0,0,0,0,0,0,0,0,0,0,0
11907,1,2,2,2,2,25,3400,0,0,2,0,0,0,2989.11,3196.88,3114.83,3176.67,3243.22,3314.22,256.4,0,113.68,117.72,124.93,152.16,0.0858,0,0.0365,0.0371,0.0385,0.0459
2707,1,1,1,2,1,47,1000,2,2,2,0,0,0,823.57,1019.78,990.64,920.05,869.57,916.53,210.5,0,35.23,35.88,171,16.48,0.2556,0,0.0356,0.039,0.1966,0.018
3820,1,1,2,2,2,24,1000,1,2,2,0,0,0,518.61,567.96,582.49,596.72,632.94,651.37,68.4,34.2,34.2,51.3,34.2,34.2,0.1319,0.0602,0.0587,0.086,0.054,0.0525
24227,1,2,1,2,1,,2400,1,2,0,0,0,0,2482.1,2420.51,2331.89,2297.28,1730.38,1671.56,0,104.21,97.44,61.56,68.4,66.48,0,0.0431,0.0418,0.0268,0.0395,0.0398
15489,1,2,1,1,1,42,6800,1,-1,-1,-1,-1,-1,0,19.87,19.87,19.87,19.87,19.87,19.87,19.87,19.87,19.87,19.87,19.87,1,1,1,1,1,1
16547,1,2,1,1,2,30,3400,0,0,0,0,0,0,3438.6,3459.91,3454.44,3346.88,2705.19,2729.57,154.28,126.92,126.03,95.66,99.08,104.17,0.0449,0.0367,0.0365,0.0286,0.0366,0.0382
1343,1,1,2,1,2,22,1700,-1,-1,-1,-1,-1,-1,20.04,10.16,125.65,47.61,105.51,117.99,10.16,125.69,47.61,105.54,119.43,127.26,0.507,1,0.3789,1,1,1
9196,1,1,1,3,2,31,1000,0,0,0,0,0,-2,952.06,984.65,950.35,1018.61,0,0,58.24,41.04,75.1,85.5,0,0,0.0612,0.0417,0.079,0.0839,1,1
21508,1,1,2,2,2,22,700,3,4,3,2,0,0,764.47,742.82,721.55,695.42,682.05,682.5,0,0,0,15.66,15.83,8.04,0,0,0,0.0225,0.0232,0.0118
11056,1,1,2,2,2,32,1700,0,0,0,0,0,0,1680.52,1700.36,1690.75,1374.36,655.92,548.67,76.95,64.98,61.56,23.94,34.2,34.2,0.0458,0.0382,0.0364,0.0174,0.0521,0.0623
9722,1,2,1,2,2,26,2400,0,0,0,-1,0,0,2320.95,2335.31,2304.23,2437.43,2433.57,2428.47,120.28,126.54,2437.43,102.6,102.6,102.6,0.0518,0.0542,1,0.0421,0.0422,0.0422
23024,1,2,,,1,,2400,3,2,2,2,2,2,697.41,676.2,760.4,738,777.02,810.68,0,106.02,0,51.3,51.3,0,0,0.1568,0,0.0695,0.066,0
18410,1,1,2,2,2,,700,2,0,0,0,0,-2,639.4,686.94,693.75,565.33,0,0,58.31,48.5,68.78,0,0,0,0.0912,0.0706,0.0991,0,1,1
1932,1,1,2,1,2,24,700,-1,-1,-1,2,2,2,13.34,24.18,45.14,31.81,26.68,8.21,37.52,34.3,0,8.21,0,26.68,1,1,0,0.2581,0,1
25308,1,2,2,2,2,,2100,0,0,0,0,0,0,1196.73,1234.83,1272.92,1308.25,1346.42,1251.45,68.4,68.4,68.4,68.4,47.88,47.88,0.0572,0.0554,0.0537,0.0523,0.0356,0.0383
574,1,2,2,2,2,60,5500,-2,-1,-1,0,-1,-1,106.98,176.34,37.24,16.72,108.65,34.51,176.34,37.24,0,108.65,34.51,0,1,0.2112,0,1,0.3176,0
6583,1,2,1,2,2,29,6800,2,2,2,2,2,2,5893.52,5953.6,6076.79,6164.86,6282.68,6378.54,205.2,273.6,239.4,222.3,205.2,191.52,0.0348,0.046,0.0394,0.0361,0.0327,0.03
2086,1,2,1,1,2,,7900,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
16964,1,2,1,2,1,54,3800,2,2,2,2,2,2,1906.75,1943.89,1984.93,2010.69,2039,2080.01,88.92,92.34,78.66,82.08,78.66,82.08,0.0466,0.0475,0.0396,0.0408,0.0386,0.0395
4197,1,2,2,2,2,26,3400,1,2,0,0,0,0,1641.81,1592.39,1599.33,1651.79,1680.49,1695.5,0,75.24,102.6,68.4,61.56,68.4,0,0.0472,0.0642,0.0414,0.0366,0.0403
21047,1,2,1,2,1,34,7900,1,-2,-1,2,2,0,0,0,1.13,1.13,1.13,38.75,0,1.13,0,0,37.62,24.08,1,1,0,0,1,0.6214
22120,1,3,2,2,2,29,14700,2,0,0,0,0,0,2573.52,2659.19,2729.91,2799.58,2867.46,2944,128.39,113.61,114.88,114.36,122.5,123.91,0.0499,0.0427,0.0421,0.0408,0.0427,0.0421
28005,1,1,2,2,2,30,700,1,2,0,0,0,0,688.38,610.2,649.08,269.7,676.68,684.86,0,240.32,34.2,649.8,205.2,34.2,0,0.3938,0.0527,1,0.3032,0.0499
25511,1,2,2,2,2,24,3400,3,2,2,2,2,2,2790.75,2725.36,2920.3,2842.74,3020,3103.51,0,239.4,0,225.72,136.8,109.44,0,0.0878,0,0.0794,0.0453,0.0353
6099,1,2,2,3,1,35,6800,0,0,0,0,0,0,6432.88,5866.5,5741.39,4396.41,4497.68,4370.11,273.6,229.14,171,174.42,160.74,164.16,0.0425,0.0391,0.0298,0.0397,0.0357,0.0376
2647,1,3,2,1,2,,10600,2,0,0,0,0,0,9106.43,9361.19,8064.22,6430.66,5844.71,2338.22,399.35,287.49,205.2,173.53,102.6,102.6,0.0439,0.0307,0.0254,0.027,0.0176,0.0439
14892,1,1,2,2,1,29,1700,2,2,7,7,7,6,87.21,87.21,87.21,87.21,87.21,66.69,0,0,0,0,0,0,0,0,0,0,0,0
3864,1,1,1,2,2,39,1000,1,2,2,0,0,0,55.51,83.48,110.94,137.96,164.57,212.38,34.2,34.2,34.2,34.2,51.3,0,0.6161,0.4097,0.3083,0.2479,0.3117,0
677,1,2,1,2,2,40,6500,2,2,2,2,2,2,4979.96,5361.36,5451,5535.95,5667.8,5811.54,513,225.72,222.3,222.3,239.4,239.4,0.103,0.0421,0.0408,0.0402,0.0422,0.0412
3664,1,1,2,2,2,24,1000,2,2,3,3,3,3,35.91,35.91,35.91,35.91,35.91,35.91,0,0,0,0,0,0,0,0,0,0,0,0
9010,1,1,1,3,2,26,700,-1,3,2,0,0,0,710.68,689.88,663.48,684,684,0,0,0,34.2,0,0,0,0,0,0.0515,0,0,1
13152,1,2,2,2,1,34,6200,1,2,2,2,2,2,4857.22,4951.82,5012.08,4880.82,5205.89,5116.94,222.3,191.52,0,410.4,0,403.56,0.0458,0.0387,0,0.0841,0,0.0789
5423,1,2,1,2,2,25,2700,0,0,0,0,0,0,1086.88,1137.53,1186.84,1235.48,1312.39,1346.86,68.4,68.4,68.4,102.6,61.56,68.4,0.0629,0.0601,0.0576,0.083,0.0469,0.0508
9585,1,2,1,2,1,44,3400,2,2,2,2,0,0,1029.21,1064,1074.12,1046.62,1074.26,1097.44,61.56,37.62,0,44.46,41.04,47.88,0.0598,0.0354,0,0.0425,0.0382,0.0436
12525,1,1,1,2,2,23,300,3,2,2,0,0,0,145.56,174.86,167,176.3,180.41,0,36.97,0,12.07,12.83,0,0,0.254,0,0.0723,0.0728,0,1
25360,1,2,2,2,2,26,8900,-1,-1,-2,-2,-2,-2,0.96,-9.85,-20.66,-31.46,-42.27,-53.08,9.85,42.27,10.81,10.81,10.81,10.81,1,1,1,1,1,1
5148,1,1,2,2,2,25,1700,1,2,2,2,2,2,470.25,520.66,502.3,551.82,538.21,592.21,68.4,0,68.4,0,68.4,0,0.1455,0,0.1362,0,0.1271,0
2415,1,1,1,2,1,38,1000,1,-1,-1,-1,-1,-2,0,78.01,125.38,92.78,0,0,78.01,125.38,92.78,0,0,0,1,1,0.74,0,1,1
15516,1,2,,,1,,4800,-1,-1,-1,-1,-1,-1,472.17,34.3,40.01,34.3,34.3,34.3,34.3,40.01,34.3,34.3,34.3,34.3,0.0726,1,0.8573,1,1,1
29110,1,2,2,1,2,54,4800,1,3,2,2,2,2,614.3,594.43,619.16,599.05,640.26,625.18,0,44.46,0,51.3,0,64.98,0,0.0748,0,0.0856,0,0.1039
12395,1,1,1,3,2,45,700,1,2,2,2,2,2,538.58,564.2,578.94,593.51,579.14,627.47,44.46,34.2,34.2,0,58.14,20.52,0.0826,0.0606,0.0591,0,0.1004,0.0327
14160,1,2,2,1,2,36,7500,-1,-1,-1,-1,-1,-1,184.17,182.53,187.55,182.7,192.14,179.07,183.41,188.48,183.59,193.09,179.96,133.17,0.9959,1,0.9789,1,0.9366,0.7437
24818,1,2,1,2,1,37,4100,2,2,0,0,0,0,1569.85,1534.49,1571.25,1606.58,1637.87,1745.43,0,71.82,71.82,68.4,140.22,102.6,0,0.0468,0.0457,0.0426,0.0856,0.0588
1432,1,2,2,2,1,42,2400,2,2,2,2,2,2,1740.3,1777.55,1796.42,1831.75,1869.13,1908.26,75.24,68.4,85.5,71.82,75.24,71.82,0.0432,0.0385,0.0476,0.0392,0.0403,0.0376
12124,1,2,2,2,2,43,4100,2,2,0,0,0,0,4261.76,4145.42,4135.46,1639.92,1421.45,1257.84,0,119.94,68.4,85.5,68.4,51.3,0,0.0289,0.0165,0.0521,0.0481,0.0408
23969,1,2,1,,2,,4100,1,2,2,2,2,0,2158.67,2096.6,1869.89,1785.45,353.12,307.53,75.24,62.52,17.1,0,17.1,34.2,0.0349,0.0298,0.0091,0,0.0484,0.1112
